code,file,drawn_size_mm,legend,check,intervene,notes
TC2089,Speed Signs/Normal Speed Signs/60_WHEN_BICYCLES_PRESENT_WHITE_TALL_TC2089.svg,600x1200,60 WHEN BICYCLES PRESENT,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2089 'Speed restriction when bicycles present' regulatory sign (2015/2024), one size drawn: 600 x 1200, r60, unbordered white. Red annulus centre 353 from the top on the sign's centre line, R297 / R237 (the R4-1B annulus); numerals 240D 'insert appropriate speed limit' (40 in the sheet's example) centred on the annulus (cap top 233), speeds generated as R4-1 (two numerals Series D, three Series C). Chain below the annulus 90 / 100C / 50 / 100C / 50 / 100C / 60 = to 1200: WHEN / BICYCLES / PRESENT cap tops 740, 890, 1040. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 30-60: the sheet says only 'insert appropriate speed'; a limit that applies when bicycles are present is a low urban value: 30-60 generated (Russell: make the variants that make sense, not every value)."
TC2228-1,Speed Signs/Normal Speed Signs/40_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-1.svg,600x1200,40 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_1 'Trucks and buses' speed regulatory sign (2016; TC2228_2 is the END sign). Size B 600 x 1200 generated to match the national R4-1 (600 wide; A 450 x 900 and C 900 x 1800 also tabled): r 75, unbordered white as R4-1. Chain c 65 / f 587 (red annulus, g 467 inside) / k 73 / d 100DN / e 55 / d / e / d / c 65 = 1200: annulus centre (300, 358.5), R293.5 / R233.5; numerals h 240DN centred on the annulus (cap top 238.5), 'insert appropriate speed' (30 shown): speeds generated as R4-1, two numerals Series D and three Series C; TRUCKS / AND / BUSES 100 D cap tops 725, 880, 1035. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; a trucks-and-buses limit below the general limit: 40-100 generated (Russell: make the variants that make sense, not every value)."
TC2228-1,Speed Signs/Normal Speed Signs/50_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-1.svg,600x1200,50 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_1 'Trucks and buses' speed regulatory sign (2016; TC2228_2 is the END sign). Size B 600 x 1200 generated to match the national R4-1 (600 wide; A 450 x 900 and C 900 x 1800 also tabled): r 75, unbordered white as R4-1. Chain c 65 / f 587 (red annulus, g 467 inside) / k 73 / d 100DN / e 55 / d / e / d / c 65 = 1200: annulus centre (300, 358.5), R293.5 / R233.5; numerals h 240DN centred on the annulus (cap top 238.5), 'insert appropriate speed' (30 shown): speeds generated as R4-1, two numerals Series D and three Series C; TRUCKS / AND / BUSES 100 D cap tops 725, 880, 1035. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; a trucks-and-buses limit below the general limit: 40-100 generated (Russell: make the variants that make sense, not every value)."
TC2228-1,Speed Signs/Normal Speed Signs/60_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-1.svg,600x1200,60 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_1 'Trucks and buses' speed regulatory sign (2016; TC2228_2 is the END sign). Size B 600 x 1200 generated to match the national R4-1 (600 wide; A 450 x 900 and C 900 x 1800 also tabled): r 75, unbordered white as R4-1. Chain c 65 / f 587 (red annulus, g 467 inside) / k 73 / d 100DN / e 55 / d / e / d / c 65 = 1200: annulus centre (300, 358.5), R293.5 / R233.5; numerals h 240DN centred on the annulus (cap top 238.5), 'insert appropriate speed' (30 shown): speeds generated as R4-1, two numerals Series D and three Series C; TRUCKS / AND / BUSES 100 D cap tops 725, 880, 1035. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; a trucks-and-buses limit below the general limit: 40-100 generated (Russell: make the variants that make sense, not every value)."
TC2228-1,Speed Signs/Normal Speed Signs/70_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-1.svg,600x1200,70 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_1 'Trucks and buses' speed regulatory sign (2016; TC2228_2 is the END sign). Size B 600 x 1200 generated to match the national R4-1 (600 wide; A 450 x 900 and C 900 x 1800 also tabled): r 75, unbordered white as R4-1. Chain c 65 / f 587 (red annulus, g 467 inside) / k 73 / d 100DN / e 55 / d / e / d / c 65 = 1200: annulus centre (300, 358.5), R293.5 / R233.5; numerals h 240DN centred on the annulus (cap top 238.5), 'insert appropriate speed' (30 shown): speeds generated as R4-1, two numerals Series D and three Series C; TRUCKS / AND / BUSES 100 D cap tops 725, 880, 1035. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; a trucks-and-buses limit below the general limit: 40-100 generated (Russell: make the variants that make sense, not every value)."
TC2228-1,Speed Signs/Normal Speed Signs/80_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-1.svg,600x1200,80 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_1 'Trucks and buses' speed regulatory sign (2016; TC2228_2 is the END sign). Size B 600 x 1200 generated to match the national R4-1 (600 wide; A 450 x 900 and C 900 x 1800 also tabled): r 75, unbordered white as R4-1. Chain c 65 / f 587 (red annulus, g 467 inside) / k 73 / d 100DN / e 55 / d / e / d / c 65 = 1200: annulus centre (300, 358.5), R293.5 / R233.5; numerals h 240DN centred on the annulus (cap top 238.5), 'insert appropriate speed' (30 shown): speeds generated as R4-1, two numerals Series D and three Series C; TRUCKS / AND / BUSES 100 D cap tops 725, 880, 1035. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; a trucks-and-buses limit below the general limit: 40-100 generated (Russell: make the variants that make sense, not every value)."
TC2228-1,Speed Signs/Normal Speed Signs/90_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-1.svg,600x1200,90 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_1 'Trucks and buses' speed regulatory sign (2016; TC2228_2 is the END sign). Size B 600 x 1200 generated to match the national R4-1 (600 wide; A 450 x 900 and C 900 x 1800 also tabled): r 75, unbordered white as R4-1. Chain c 65 / f 587 (red annulus, g 467 inside) / k 73 / d 100DN / e 55 / d / e / d / c 65 = 1200: annulus centre (300, 358.5), R293.5 / R233.5; numerals h 240DN centred on the annulus (cap top 238.5), 'insert appropriate speed' (30 shown): speeds generated as R4-1, two numerals Series D and three Series C; TRUCKS / AND / BUSES 100 D cap tops 725, 880, 1035. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; a trucks-and-buses limit below the general limit: 40-100 generated (Russell: make the variants that make sense, not every value)."
TC2228-1,Speed Signs/Normal Speed Signs/100_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-1.svg,600x1200,100 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_1 'Trucks and buses' speed regulatory sign (2016; TC2228_2 is the END sign). Size B 600 x 1200 generated to match the national R4-1 (600 wide; A 450 x 900 and C 900 x 1800 also tabled): r 75, unbordered white as R4-1. Chain c 65 / f 587 (red annulus, g 467 inside) / k 73 / d 100DN / e 55 / d / e / d / c 65 = 1200: annulus centre (300, 358.5), R293.5 / R233.5; numerals h 240DN centred on the annulus (cap top 238.5), 'insert appropriate speed' (30 shown): speeds generated as R4-1, two numerals Series D and three Series C; TRUCKS / AND / BUSES 100 D cap tops 725, 880, 1035. Red and black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; a trucks-and-buses limit below the general limit: 40-100 generated (Russell: make the variants that make sense, not every value)."
TC2228-2,Speed Signs/End/END_40_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-2.svg,600x1500,END 40 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_2 'End trucks and buses' speed regulatory sign (2016), used with TC2228_1. Size B 600 x 1500 generated (A 450 x 1200, C 900 x 2400 also tabled): r 75, unbordered white. Chain n 88 / m 160EM END / e 100 / f 587 (black annulus, g 467 inside) / e 100 / d 100DN / c 55 / d / c / d / c 55 = 1500: END cap top 88 ('EM' read as Series E, M suffix as TMR's modified-series label); annulus centre (300, 641.5), R293.5 / R233.5, black; numerals 240DN centred on the annulus (cap top 521.5), speeds generated as R4-1; TRUCKS / AND / BUSES 100 D cap tops 1035, 1190, 1345. Black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; as TC2228_1 (Russell: make the variants that make sense, not every value)."
TC2228-2,Speed Signs/End/END_50_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-2.svg,600x1500,END 50 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_2 'End trucks and buses' speed regulatory sign (2016), used with TC2228_1. Size B 600 x 1500 generated (A 450 x 1200, C 900 x 2400 also tabled): r 75, unbordered white. Chain n 88 / m 160EM END / e 100 / f 587 (black annulus, g 467 inside) / e 100 / d 100DN / c 55 / d / c / d / c 55 = 1500: END cap top 88 ('EM' read as Series E, M suffix as TMR's modified-series label); annulus centre (300, 641.5), R293.5 / R233.5, black; numerals 240DN centred on the annulus (cap top 521.5), speeds generated as R4-1; TRUCKS / AND / BUSES 100 D cap tops 1035, 1190, 1345. Black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; as TC2228_1 (Russell: make the variants that make sense, not every value)."
TC2228-2,Speed Signs/End/END_60_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-2.svg,600x1500,END 60 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_2 'End trucks and buses' speed regulatory sign (2016), used with TC2228_1. Size B 600 x 1500 generated (A 450 x 1200, C 900 x 2400 also tabled): r 75, unbordered white. Chain n 88 / m 160EM END / e 100 / f 587 (black annulus, g 467 inside) / e 100 / d 100DN / c 55 / d / c / d / c 55 = 1500: END cap top 88 ('EM' read as Series E, M suffix as TMR's modified-series label); annulus centre (300, 641.5), R293.5 / R233.5, black; numerals 240DN centred on the annulus (cap top 521.5), speeds generated as R4-1; TRUCKS / AND / BUSES 100 D cap tops 1035, 1190, 1345. Black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; as TC2228_1 (Russell: make the variants that make sense, not every value)."
TC2228-2,Speed Signs/End/END_70_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-2.svg,600x1500,END 70 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_2 'End trucks and buses' speed regulatory sign (2016), used with TC2228_1. Size B 600 x 1500 generated (A 450 x 1200, C 900 x 2400 also tabled): r 75, unbordered white. Chain n 88 / m 160EM END / e 100 / f 587 (black annulus, g 467 inside) / e 100 / d 100DN / c 55 / d / c / d / c 55 = 1500: END cap top 88 ('EM' read as Series E, M suffix as TMR's modified-series label); annulus centre (300, 641.5), R293.5 / R233.5, black; numerals 240DN centred on the annulus (cap top 521.5), speeds generated as R4-1; TRUCKS / AND / BUSES 100 D cap tops 1035, 1190, 1345. Black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; as TC2228_1 (Russell: make the variants that make sense, not every value)."
TC2228-2,Speed Signs/End/END_80_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-2.svg,600x1500,END 80 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_2 'End trucks and buses' speed regulatory sign (2016), used with TC2228_1. Size B 600 x 1500 generated (A 450 x 1200, C 900 x 2400 also tabled): r 75, unbordered white. Chain n 88 / m 160EM END / e 100 / f 587 (black annulus, g 467 inside) / e 100 / d 100DN / c 55 / d / c / d / c 55 = 1500: END cap top 88 ('EM' read as Series E, M suffix as TMR's modified-series label); annulus centre (300, 641.5), R293.5 / R233.5, black; numerals 240DN centred on the annulus (cap top 521.5), speeds generated as R4-1; TRUCKS / AND / BUSES 100 D cap tops 1035, 1190, 1345. Black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; as TC2228_1 (Russell: make the variants that make sense, not every value)."
TC2228-2,Speed Signs/End/END_90_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-2.svg,600x1500,END 90 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_2 'End trucks and buses' speed regulatory sign (2016), used with TC2228_1. Size B 600 x 1500 generated (A 450 x 1200, C 900 x 2400 also tabled): r 75, unbordered white. Chain n 88 / m 160EM END / e 100 / f 587 (black annulus, g 467 inside) / e 100 / d 100DN / c 55 / d / c / d / c 55 = 1500: END cap top 88 ('EM' read as Series E, M suffix as TMR's modified-series label); annulus centre (300, 641.5), R293.5 / R233.5, black; numerals 240DN centred on the annulus (cap top 521.5), speeds generated as R4-1; TRUCKS / AND / BUSES 100 D cap tops 1035, 1190, 1345. Black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; as TC2228_1 (Russell: make the variants that make sense, not every value)."
TC2228-2,Speed Signs/End/END_100_TRUCKS_AND_BUSES_WHITE_TALL_TC2228-2.svg,600x1500,END 100 TRUCKS AND BUSES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2228_2 'End trucks and buses' speed regulatory sign (2016), used with TC2228_1. Size B 600 x 1500 generated (A 450 x 1200, C 900 x 2400 also tabled): r 75, unbordered white. Chain n 88 / m 160EM END / e 100 / f 587 (black annulus, g 467 inside) / e 100 / d 100DN / c 55 / d / c / d / c 55 = 1500: END cap top 88 ('EM' read as Series E, M suffix as TMR's modified-series label); annulus centre (300, 641.5), R293.5 / R233.5, black; numerals 240DN centred on the annulus (cap top 521.5), speeds generated as R4-1; TRUCKS / AND / BUSES 100 D cap tops 1035, 1190, 1345. Black on white. 2026-09-09: speed values trimmed from 5-130 to 40-100: the sheet says only 'insert appropriate speed'; as TC2228_1 (Russell: make the variants that make sense, not every value)."
TC2345,Regulatory Signs/NO_VEHICLES_WHITE_SQUARE_TC2345.svg,600x600,NO VEHICLES (symbol),ok,,"symbol:qld_tc2345_car TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2345 'No vehicles' regulatory sign (2020). Size A 600 x 600 generated (B 900, C 1200 also tabled): r 50, unbordered white, margin b 6 to the annulus (outer dia 588). The sheet tables only a, b, c (symbol width 428) and r: the ring width, slash and gap are not dimensioned, so the TC9998 'No motorcycles' size-B values for the same 600 sign are used (R294 / R244 ring, slash 50 at 45 degrees, white gap 25), which match the drawing. Prohibition sign per the sheet's detail: red annulus r1 outside / r2 inside centred on the sign, the black symbol traced from the sheet (black layer only), a white gap e each side of the red slash f wide at 45 degrees from upper-left to lower-right (drawn as a white slash f + 2e wide inside the ring under the red slash), the slashes are rectangles whose corners lie on their circle (ends within the ring band). Car symbol 428 wide centred, height 205 measured on the drawing (tools/symbols/qld_tc2345_car.svg). Red and black on white."
TC9998,Regulatory Signs/NO_MOTORCYCLES_WHITE_SQUARE_TC9998.svg,600x600,NO MOTORCYCLES (symbol),ok,,"symbol:qld_tc9998_motorcycle TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC9998_1 'No motorcycles' regulatory sign (2019; page 2 is the supplementary plate). Size B 600 x 600 generated (A 450, C 750 also tabled): r 50, unbordered white, margin b 6 (annulus outer dia 588), r1 294 / r2 244, slash f 50, gap e 25, symbol box 2c 440 x 2d 256 centred (x 80, y 172); g 114 not used (the slash end offset in the detail). Prohibition sign per the sheet's detail: red annulus r1 outside / r2 inside centred on the sign, the black symbol traced from the sheet (black layer only), a white gap e each side of the red slash f wide at 45 degrees from upper-left to lower-right (drawn as a white slash f + 2e wide inside the ring under the red slash), the slashes are rectangles whose corners lie on their circle (ends within the ring band). Motorcycle traced from the sheet (tools/symbols/qld_tc9998_motorcycle.svg). Red and black on white."
R2-3-Q01,Regulatory Signs/KEEP_LEFT_DELINEATOR_WHITE_TALL_R2-3-Q01.svg,250x1200,KEEP LEFT (arrow),ok,,"symbol:qld_r2-3-q01_arrow TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R2-3-Q01 'Keep left delineator' temporary collapsible sign (2016), mounted in a weighted base. 250 x 1200, R20, 5 / 15 (edge 5 + border 10). Letters stacked one per line, centred: chain 50 / 80E K / 20 / E / 20 / E / 20 / P / 80 / L / 20 / E / 20 / F / 20 / T / 15 / 150 (arrow) / 15 / 130 (black band) = 1200: cap tops 50, 150, 250, 350, 510, 610, 710, 810; arrow 905-1055; black band the bottom 130 inside the border (x 15-235, y 1070-1185). Arrow pointing down-left, 150 tall, width not stated: traced from the sheet (tools/symbols/qld_r2-3-q01_arrow.svg), ink box measured x 38.1, 175.1 wide. Black on white."
R2-3-Q02-1,Regulatory Signs/KEEP_LEFT_WHITE_TALL_R2-3-Q02-1.svg,180x1200,KEEP LEFT (arrow),ok,,"symbol:qld_r2-3-q02_arrow TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R2-3-Q02 'Keep left' regulatory sign (2008/2022), three sizes drawn side by side: R2-3-Q02_1 180 x 1200 generated (the leftmost; _2 100 x 1050 with 70D letters and _3 150 x 1150 with 80D also drawn, same layout). R25, 15 / 5 (edge 5 + border 10). Letters stacked one per line, centred: chain 65 / 90D K / 20 / E / 20 / E / 20 / P / 70 / L / 20 / E / 20 / F / 20 / T / 60 / 100 (arrow) / 65 = 1200: cap tops 65, 175, 285, 395, 555, 665, 775, 885; arrow 1035-1135 pointing down-left, width not stated: traced from the sheet (tools/symbols/qld_r2-3-q02_arrow.svg), ink box measured x 38.7, 101.5 wide. Black on white."
R6-020-Q01,Regulatory Signs/LANE_FILTERING_PROHIBITED_WHITE_SQUARE_R6-020-Q01.svg,600x600,LANE FILTERING PROHIBITED (symbol),ok,,"symbol:qld_r6-020-q01_filtering TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R6-020-Q01 'Lane filtering prohibited' (issued 2026). Size A 600 x 600 generated (B 900, C 1200 also tabled): r 50, unbordered white, margin b 6 (annulus outer dia 588), ring c 50 (r1 294 / r2 244), slash c 50 at 45 degrees, white gap d 30 each side. Prohibition sign per the sheet's detail: red annulus r1 outside / r2 inside centred on the sign, the black symbol traced from the sheet (black layer only), a white gap e each side of the red slash f wide at 45 degrees from upper-RIGHT to lower-LEFT on this sheet (measured on the drawing; the No motorcycles / No vehicles sheets slope the other way) (drawn as a white slash f + 2e wide inside the ring under the red slash), the slashes are rectangles whose corners lie on their circle (ends within the ring band). The symbol (two cars, a motorcyclist between them and the black road with a broken centre line) fills the inside of the ring: traced from the sheet inside the r2 circle (tools/symbols/qld_r6-020-q01_filtering.svg; traced inside the r2 circle; the traced extent 460 x 374 (traced with keep_specks so the road pieces the slash cuts off, which touch the crop edge, are kept; the sheet's hairline ring outline that the trace picked up was then removed from tools/symbols/qld_r6-020-q01_filtering.svg by dropping the subpath spanning the ring) is fitted to the black ink's extent inside the ring measured on the sheet after removing hairlines, x 93.5, y 179.4, 448 x 362 (the road is clipped by the ring at the bottom and both sides)). Red and black on white. 2026-09-09: symbol replaced by the sheet PDF's own vector path (pymupdf get_drawings, scratch vec2sym.py: the sheet draws the symbol as a complete filled path with the white slash gap laid over it, so the extracted path has no cut), exact geometry, no potrace; box = the path's extent on the sheet's sign in mm. The vector scene spans x 49.0-551.2, y 135.4-569.9 on the sheet's sign: the road polygon is chamfered to the ring and runs under the red ring band (drawn over it); the earlier 448 x 362 box was the cut extent. panel_px re-measured from the ring's pixels ([594, 336, 1069, 811] -> [624, 390, 1095, 861])."
R6-020-Q02,Regulatory Signs/END_LANE_FILTERING_PROHIBITED_WHITE_TALL_R6-020-Q02.svg,600x1000,END LANE FILTERING PROHIBITED (symbol),ok,,"symbol:qld_r6-020-q01_filtering TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R6-020-Q02 'End lane filtering prohibited' (issued 2026). Size B 600 x 1000 generated (C 800 x 1350 also tabled): r 50, unbordered white, side margins c 50. Chain g 50 / f 588 (black annulus r1 294 / r2 244, centre (300, 344)) / (gap not tabled: 122 by difference) / e 160E END / d 80 = 1000: END cap top 760. Black slash g 50 at 45 degrees with white gap h 30 (as R6-020-Q01, in black), the R6-020-Q01 symbol reused (traced there) inside the ring. Black on white. Slash from upper-right to lower-left as this sheet draws it (measured; TC9998 / TC2345 slope the other way). 2026-09-09: symbol replaced by the sheet PDF's own vector path (pymupdf get_drawings, scratch vec2sym.py: the sheet draws the symbol as a complete filled path with the white slash gap laid over it, so the extracted path has no cut), exact geometry, no potrace; box = the path's extent on the sheet's sign in mm. Box = the R6-020-Q01 vector scene's box moved down 44 with the ring centre (300, 344). panel_px re-measured from the sheet PDF's ring path (item 145, 222.0-388.7 x 103.3-269.9 pt at 200 dpi): [594, 250, 1069, 1042] -> [612, 247, 1084, 1035]."
