code,name,family,file,size,register_dimensions,notes
SU21,skate board,Symbols,SKATE_BOARD_SU21.svg,100x133 mm,a : 100 b : 133 Sign Size : 100 x 133 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
ST09,ski field,Symbols,SKI_FIELD_ST09.svg,100x80 mm,a : 100 b : 80 Sign Size : 100 x 80 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
ST08,ski lift,Symbols,SKI_LIFT_ST08.svg,100x119 mm,a : 100 b : 120 Sign Size : 100 x 120 Symbol : black,symbol sheet drawn at 1013 mm wide; scaled to the register's 100 mm
SF13,stock – deer,Symbols,STOCK_DEER_SF13.svg,310x495 mm,a : 310 b : 500 Sign Size : 310 x 500,
SG11,tourist route - Geyser Highway,Symbols,TOURIST_ROUTE_GEYSER_HIGHWAY_SG11.svg,400x540 mm,Width 400 Height 540,
SG15,tourist route - Pacific Coast Highway,Symbols,TOURIST_ROUTE_PACIFIC_COAST_HIGHWAY_SG15.svg,400x500 mm,Width 400 Height 500,
SG14,tourist route - Pacific Coast Highway with text,Symbols,TOURIST_ROUTE_PACIFIC_COAST_HIGHWAY_WITH_TEXT_SG14.svg,400x622 mm,Width 400 Height 623,
SG13,tourist route - Twin coasts,Symbols,TOURIST_ROUTE_TWIN_COASTS_SG13.svg,900x400 mm,Width 400 400 Height 400 400,
SG12,tourist route - Wine Trail,Symbols,TOURIST_ROUTE_WINE_TRAIL_SG12.svg,400x400 mm,Width 400 Height 400 Border: 12,
SV35,tow vehicle - for tow away sites,Symbols,TOW_VEHICLE_FOR_TOW_AWAY_SITES_SV35.svg,100x34 mm,a : 100 b : 34 Sign Size : 100 x 34 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SG30,tsunami evacuation route,Symbols,TSUNAMI_EVACUATION_ROUTE_SG30.svg,300x300 mm,a : 300 b : 300 Sign Size : 300,
SF22,wild animal - seals,Symbols,WILD_ANIMAL_SEALS_SF22.svg,510x322 mm,a : 510 b : 320 Sign Size : 510x320,
SM24,youth hostel,Symbols,YOUTH_HOSTEL_SM24.svg,480x504 mm,Rectangle Chevron Width 640 1800 Height 1000 450 r 50 50 Border 25 25 Youth Hostel text Transport D Med x=75 'm' Transport D Med x=75 Numeral 120D space between lines of text 50 70 space above and below symbol 70 symbol 480 x 320 360 x 240 legend & Symbol : white,symbol sheet drawn at 1800 mm wide; scaled to the register's 480 mm
PPS2,"""Class restricted bus parking class supplementary ""Tour Coaches Only"""" — sign",Parking Signs,CLASS_RESTRICTED_BUS_PARKING_CLASS_SUPPLEMENTARY_TOUR_COACHES_ONLY_SIGN_PPS2.svg,300x125 mm,a : 300 b : 125 r : 15 c : 10 d : 15 Legend : Transport D Medium `x` height 20mm (Horizontal scale = 85%),
P23,"""No parking Bus Stop with arrow pointing left"" — sign",Parking Signs,NO_PARKING_BUS_STOP_WITH_ARROW_POINTING_LEFT_SIGN_P23.svg,300x580 mm,Symbol and Height : S33 150mm r : 30 h arrow width x height : 200 x 45 f : 5 e : 10 d : 20 c : 100 b : 580 a : 300 Legend : Transport D Medium `x` height 27.5 mm (Horizontal scale 85%),
P23,"""No parking Bus Stop, specified days, arrow pointing right"" — sign",Parking Signs,NO_PARKING_BUS_STOP_SPECIFIED_DAYS_ARROW_POINTING_RIGHT_SIGN_P23.svg,300x580 mm,Symbol and Height : S33 150mm r : 30 h arrow width x height : 200 x 45 f : 5 e : 10 d : 20 c : 100 b : 580 a : 300 Legend : Transport D Medium `x` height 27.5 mm (Horizontal scale 85%),
P23,"""No parking Bus Stop, specified days, double arrow"" — sign",Parking Signs,NO_PARKING_BUS_STOP_SPECIFIED_DAYS_DOUBLE_ARROW_SIGN_P23.svg,300x580 mm,Symbol and Height : S33 150mm r : 30 h arrow width x height : 200 x 45 f : 5 e : 10 d : 20 c : 100 b : 580 a : 300 Legend : Transport D Medium `x` height 27.5 mm (Horizontal scale 85%),
PCS2,Clearway ENDS,Parking Signs,CLEARWAY_ENDS_PCS2.svg,675x300 mm,a : 675 b : 300 r : 30 c : 10 d : 15 e : 38 Letters : 75D,
PPS5,Pay Parking area identification supplementary - sign (location code for technology based system for paying parking fees),Parking Signs,PAY_PARKING_AREA_IDENTIFICATION_SUPPLEMENTARY_SIGN_LOCATION_CODE_FOR_TECHNOLOGY_BASED_SYSTEM_FOR_PAYING_PARKING_FEES_PPS5.svg,600x400 mm,"a: 300 Note 1 b: 200 Note 1 r: 25 c: 10 ""Area code"" or similar text: Transport Medium 'x' height 25mm Code letters or numerals: 60C (compressed if necessary) Symbols: A symbol and its background up to a maximum size of 180 x 180mm may be displayed on the sign Note 1: Sign dimensions may be increased to accommodate the legend or to match the sign it is supplementing",drawn width 600 mm vs register 300 mm — check
PZ23,e.g. P / 120 / 9am – 4pm / Mon – Fri / ZONE,Parking Signs,E_G_P_120_9AM_4PM_MON_FRI_ZONE_PZ23.svg,300x450 mm,a 300 b 450 r 20 c 10 d 50 e 20 Type P 100E Numerals 75D Legend 9am - 4pm and Mon - Fri Transport medium `x` height 25 mm Type ZONE Transport medium `x` height 50 mm,
PZ22,e.g. P / 120 / ZONE / ENDS,Parking Signs,E_G_P_120_ZONE_ENDS_PZ22.svg,300x430 mm,a 300 b 430 r 20 c 10 d 50 Type P 100E Numerals 75D Type ZONE and ENDS Transport medium `x` height 50 mm,
PZ22,e.g. P / 60 / Mon – Fri / ZONE,Parking Signs,E_G_P_60_MON_FRI_ZONE_PZ22.svg,400x450 mm,a 400 b 450 r 50 c 10 d 60 Type P 100E Numerals 75D Legend Mon - Fri Transport medium `x` height 25 mm Type ZONE Transport medium `x` height 50 mm,
PZ21,e.g. P / 60 / ZONE,Parking Signs,E_G_P_60_ZONE_PZ21.svg,400x450 mm,a 400 b 450 r 50 c 10 d 150 Type P 100E Numerals 75D Type ZONE Transport medium `x` height 50 mm,
PZ15,e.g. P / Resident / Permit / Parking / ZONE / BEGINS,Parking Signs,E_G_P_RESIDENT_PERMIT_PARKING_ZONE_BEGINS_PZ15.svg,750x840 mm,a 750 b 840 r 50 c 30 d 60 e 30 Type P 100E Legend Resident Permit Parking NZ transport medium `x` height 50 mm Type ZONE and BEGINS Transport medium `x` height 50 mm,
PZ14,e.g. P / Resident / Permit / Parking /ZONE,Parking Signs,E_G_P_RESIDENT_PERMIT_PARKING_ZONE_PZ14.svg,750x840 mm,a 750 b 840 r : 50 c 30 d 100 e 50 Type P 100E Legend Resident Permit Parking NZ transport medium `x` height 50 mm Type ZONE Transport medium `x` height 50 mm,
PZ12,e.g. P 120 / Mon - Fri / ZONE,Parking Signs,E_G_P_120_MON_FRI_ZONE_PZ12.svg,300x430 mm,a 300 b 430 r 20 c 10 d 60 Type P 100E Legend Mon - Fri Transport medium `x` height 25 mm Type ZONE Transport medium `x` height 50 mm Numerals 75D,
PZ13,e.g. P 120 / Mon – Fri / ZONE /BEGINS,Parking Signs,E_G_P_120_MON_FRI_ZONE_BEGINS_PZ13.svg,500x500 mm,a 500 b 500 r 20 c 10 d 50 Type P 100E Numerals 75D Legend Mon - Fri Transport medium `x` height 25 mm Type ZONE and BEGINS Transport medium `x` height 50 mm,
PZ12,e.g. P$ / ZONE / ENDS,Parking Signs,E_G_P_ZONE_ENDS_PZ12.svg,300x450 mm,a 300 b 450 r 20 c 10 d 50 Type P 100E Type $ Transport medium `x` height 58 mm Type ZONE ENDS Transport medium `x` height 50 mm,
PZ11,"e.g. P$ / ZONE, P60 / ZONE",Parking Signs,E_G_P_ZONE_P60_ZONE_PZ11.svg,300x430 mm,a 300 b 430 r 20 c 10 d 40 Type P 100E Type $ Transport medium `x` height 58 mm Numerals 75D Type ZONE Transport medium `x` height 50 mm,
AB4,Advance advisory Bus and EV Only,General Advisory Signs,ADVANCE_ADVISORY_BUS_AND_EV_ONLY_AB4.svg,1046x1370 mm,a: 600mm 900mm b: 750mm 1200mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Bus: 465 x 160mm 700 x 240mm “EV”: 120mm Series E 180mm Series E “ONLY”: 120mm Series D 180mm Series D,drawn width 1046 mm vs register 600/900 mm — check
AB4,Advance advisory Bus and EV Only,General Advisory Signs,ADVANCE_ADVISORY_BUS_AND_EV_ONLY_WHITE_AB4.svg,771x917 mm,a: 600mm 900mm b: 750mm 1200mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Bus: 465 x 160mm 700 x 240mm “EV”: 120mm Series E 180mm Series E “ONLY”: 120mm Series D 180mm Series D,
AB4,Advance advisory T2 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T2_HV_EV_LANE_AB4.svg,1134x1632 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,drawn width 1134 mm vs register 600/900 mm — check
AB4,Advance advisory T2 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T2_HV_EV_LANE_VAR2_AB4.svg,809x1145 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,
AB4,Advance advisory T3 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T3_HV_EV_LANE_AB4.svg,1134x1632 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,drawn width 1134 mm vs register 600/900 mm — check
AB4,Advance advisory T3 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T3_HV_EV_LANE_VAR2_AB4.svg,809x1145 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,
AB42,Advance advisory special vehicle lane supplementary – Ahead,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_AHEAD_AB42.svg,997x328 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “AHEAD”: 100mm Series D 150mm Series D,drawn width 997 mm vs register 600/900 mm — check
AB42,Advance advisory special vehicle lane supplementary – Ahead,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_AHEAD_VAR2_AB42.svg,602x252 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “AHEAD”: 100mm Series D 150mm Series D,
AB43,Advance advisory special vehicle lane supplementary – On-ramp,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_ON_RAMP_AB43.svg,997x328 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “ON-RAMP”: 100mm Series C 150mm Series C,drawn width 997 mm vs register 600/900 mm — check
AB43,Advance advisory special vehicle lane supplementary – On-ramp,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_ON_RAMP_VAR2_AB43.svg,602x252 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “ON-RAMP”: 100mm Series C 150mm Series C,
AB41,Advance advisory special vehicle lane supplementary – [distance] m,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_DISTANCE_M_AB41.svg,997x328 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Numerals: 100mm Series D 150mm Series D m: Tpt Med ‘x’ height 70 mm Tpt Med ‘x’ height 100 mm,drawn width 997 mm vs register 600/900 mm — check
AB41,Advance advisory special vehicle lane supplementary – [distance] m,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_DISTANCE_M_VAR2_AB41.svg,602x252 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Numerals: 100mm Series D 150mm Series D m: Tpt Med ‘x’ height 70 mm Tpt Med ‘x’ height 100 mm,
AB7,Average Speed Camera Area,General Advisory Signs,AVERAGE_SPEED_CAMERA_AREA_AB7.svg,750x1633 mm,Urban Rural a: 750 1050 b: 1650 2100 c: 510 645 d: 500 640 e: 62.5 85 f: 20 25 g: 25 35 h: 125 150 r: 60 60 Legend Series C125 Series C160,dimensioned drawing read with the sheet extractor; scaled to the register width
AME,Expressway,General Advisory Signs,EXPRESSWAY_AME.svg,1350x450 mm,a 1350 b 450 r 60 c 20 Legend Letters 150C,
AME1,Expressway Begins,General Advisory Signs,EXPRESSWAY_BEGINS_AME1.svg,2760x1200 mm,a 2760 b 1200 r 150 c 50 d 200 Legend Letters 250D,
AME4,Expressway Ends - on off-ramp/side road,General Advisory Signs,EXPRESSWAY_ENDS_ON_OFF_RAMP_SIDE_ROAD_AME4.svg,990x600 mm,a 990 b 600 r 75 c 20 d 90 e 120 f 100 Legend 1ST LINE 100C Legend 2ND LINE 150C,
AME3,Expressway Ends [xx] m,General Advisory Signs,EXPRESSWAY_ENDS_XX_M_AME3.svg,2760x1200 mm,a 2760 b 1200 r 150 c 50 d 200 Legend Letters 250D,
AME2,Expressway Ends [xx] m,General Advisory Signs,EXPRESSWAY_ENDS_XX_M_AME2.svg,2760x1200 mm,a 2760 b 1200 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,
none,Feeling Sleepy? Take a break,General Advisory Signs,FEELING_SLEEPY_TAKE_A_BREAK_none.svg,1680x535 mm,a 1680 b 535 r 100 c 25 d 36 Legend 1st line Transport D Med x height = 85 Legend 2nd line 140D,
AH31,Heavy vehicle bridge restriction ahead ‘[distance]’ km,General Advisory Signs,HEAVY_VEHICLE_BRIDGE_RESTRICTION_AHEAD_DISTANCE_KM_AH31.svg,943x795 mm,"a: 900 b: 750 r: 60 c: 50 d: 25 e: 10 Type LINE 1, 2 and 3 100B Type LINE 4 'Ahead' 75D Type LINE 4 Numerals 75D Type LINE 4 'km' Transport Med (x height = 50)",1 stroked path(s) ignored
AMM,Motorway,General Advisory Signs,MOTORWAY_AMM.svg,1180x450 mm,a 1180 b 450 r 60 c 20 Legend 150C,
AMM1,Motorway Begins,General Advisory Signs,MOTORWAY_BEGINS_AMM1.svg,2400x1200 mm,a 2400 b 1200 r 150 c 50 d 200 Legend 250D,
AMM3,Motorway Ends - on main road,General Advisory Signs,MOTORWAY_ENDS_ON_MAIN_ROAD_AMM3.svg,2400x1200 mm,a 2400 b 1200 r 150 c 50 d 200 Legend Letters 250D,
AMM4,Motorway ends - on off-ramp,General Advisory Signs,MOTORWAY_ENDS_ON_OFF_RAMP_AMM4.svg,890x600 mm,a 890 b 600 r 75 c 20 d 90 e 120 f 100 Legend 1ST LINE 100C Legend 2ND LINE 150C,
AMM2,Motorway ends [xx] m,General Advisory Signs,MOTORWAY_ENDS_XX_M_AMM2.svg,2600x1200 mm,a 2600 b 1200 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,
None,NAMED' Toll Road Ahead,General Advisory Signs,NAMED_TOLL_ROAD_AHEAD_None.svg,2755x3285 mm,a 2755 b 3285 r 300 c 60 d 225 e 240 Legend font Mod Series E 300 Legend font 'km AHEAD' Mod Series E 225 Numerals Mod Series E 300 Symbol 'TOLL' shield 585,
none,NZ Cycle Trail (NZCT) logo,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_LOGO_none.svg,2000x1087 mm,a 200 300 b 108 150 Legend Panel A: Legend symbol cycle w x h 86x77 133x120 Legend 'Nga Haeranga' w x h 84x14.2 126x21,drawn width 2000 mm vs register 200/300 mm — check
none,NZ Cycle Trail (NZCT) route arrow,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_ARROW_none.svg,3000x4799 mm,"a 300 b Height to fit message r 20 c 10 d 12 e : Legend arrow type B, shaft 38 f : Legend arrow width 167 Legend symbol 200x180 Legend Text description Series Modified E 25",drawn width 3000 mm vs register 300 mm — check
none,NZ Cycle Trail (NZCT) route arrow,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_ARROW_VAR2_none.svg,3000x4500 mm,"a 300 b Height to fit message r 20 c 10 d 12 e : Legend arrow type B, shaft 38 f : Legend arrow width 167 Legend symbol 200x180 Legend Text description Series Modified E 25",
none,NZ Cycle Trail (NZCT) route arrow,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_ARROW_2_none.svg,2000x3000 mm,"a 200 b 300 r 20 c 10 d : Legend arrow type B, shaft 30 e : Legend arrow width 132 Legend symbol 140x126",drawn width 2000 mm vs register 200 mm — check
none,NZ Cycle Trail (NZCT) route begins/ends,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_BEGINS_ENDS_none.svg,3000x4000 mm,Legend symbol 200x100 300x150 Legend Text description Series Modified E 25 Series Modified E 25 Legend 'Cycle Trail' Series Modified E 25 Series Modified E 25 Legend 'BEGINS' 'ENDS' Series Modified E 25 Series Modified E 25,drawn width 3000 mm vs register 200 mm — check
AME5,Named Expressway Begins.eps,General Advisory Signs,NAMED_EXPRESSWAY_BEGINS_EPS_AME5.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AME7,Named Expressway Ends - on main road.eps,General Advisory Signs,NAMED_EXPRESSWAY_ENDS_ON_MAIN_ROAD_EPS_AME7.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AME8,Named Expressway Ends - on off-ramp/side road.eps,General Advisory Signs,NAMED_EXPRESSWAY_ENDS_ON_OFF_RAMP_SIDE_ROAD_EPS_AME8.svg,900x600 mm,a 900 b 600 r 50 c 20 d 52.5 Legend LINE 1 & 2 100C Legend 2ND LINE 150C,
AME6,Named Expressway Ends [xx] m,General Advisory Signs,NAMED_EXPRESSWAY_ENDS_XX_M_AME6.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,2 stroked path(s) ignored
AMEN,Named Expressway.gif,General Advisory Signs,NAMED_EXPRESSWAY_GIF_AMEN.svg,1369x700 mm,a 1369 b 700 r 100 c 20 d 130 e 100 Legend Letters 150C,
AMMN,Named Motorway,General Advisory Signs,NAMED_MOTORWAY_AMMN.svg,1257x700 mm,a 1257 b 700 r 100 c 20 d 130 e 100 Legend Letters 150C,
AMM5,Named Motorway Begins,General Advisory Signs,NAMED_MOTORWAY_BEGINS_AMM5.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AMM7,Named Motorway Ends - on main road,General Advisory Signs,NAMED_MOTORWAY_ENDS_ON_MAIN_ROAD_AMM7.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AMM8,Named Motorway ends - on off-ramp,General Advisory Signs,NAMED_MOTORWAY_ENDS_ON_OFF_RAMP_AMM8.svg,900x600 mm,a 900 b 600 r 50 c 20 d 52.5 Legend LINE 1 & 2 100C Legend 2ND LINE 150C,
AMM6,Named Motorway ends [xx] m.eps,General Advisory Signs,NAMED_MOTORWAY_ENDS_XX_M_EPS_AMM6.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,
AU53,Pass Safely - Pedestrians,General Advisory Signs,PASS_SAFELY_PEDESTRIANS_AU53.svg,900x750 mm,a 900 b 750 c 25 d 10 r 60 Symbol 745x350mm Text 120/C Compressed 20% Note This sign should be used in constrained urban or low speed rural locations where there is not enough roadway width to safely achieve a 1.5 metre passing gap.,1 stroked path(s) ignored
AT1,Road classification construction zone arrow pointing left,General Advisory Signs,ROAD_CLASSIFICATION_CONSTRUCTION_ZONE_ARROW_POINTING_LEFT_AT1.svg,450x300 mm,a 450 b 300 c 40 d 50 e 300 f 15 g 15 h 10 r 25 Legend 50B Arrow Type B,
AT1,Road classification construction zone arrow pointing right,General Advisory Signs,ROAD_CLASSIFICATION_CONSTRUCTION_ZONE_ARROW_POINTING_RIGHT_AT1.svg,450x300 mm,a 450 b 300 c 40 d 50 e 300 f 15 g 15 h 10 r 25 Legend 50B Arrow Type B,
none,Roundabout may change signal,General Advisory Signs,ROUNDABOUT_MAY_CHANGE_SIGNAL_none.svg,748x450 mm,a 750 b 450 c 10 d 20 e 40 Legend Type 80C,
AB5,Shared Zone,General Advisory Signs,SHARED_ZONE_AB5.svg,600x750 mm,a 600 b 750 r 50 c 20 d 50 Legend Symbol children 160x135 Legend Symbol pedestrian 90x150 Legend Symbol Cycle 160x100 Legend Symbol Car 120x100 Legend Type 100C,
None,TOLL Route indicator - Toll,General Advisory Signs,TOLL_ROUTE_INDICATOR_TOLL_None.svg,280x280 mm,"a 280 (390 as an individual sign, 280 on other signs) b 10 c 60 d 110 Type 90 C",
None,Toll 'Cameras Operating' sign,General Advisory Signs,TOLL_CAMERAS_OPERATING_SIGN_None.svg,3180x2760 mm,a 3180 b 2760 r 300 c 60 d 225 e 240 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll 'Cash Payment' sign,General Advisory Signs,TOLL_CASH_PAYMENT_SIGN_None.svg,2975x520 mm,a 2975 b 520 r 100 c 40 d : chevron height 360 Legend font Mod Series E 160 Symbol 'TOLL' shield 312x323,
None,Toll 'Electronic Collections' sign,General Advisory Signs,TOLL_ELECTRONIC_COLLECTIONS_SIGN_None.svg,3180x4185 mm,a 3180 b 4185 r 300 c 60 d 225 e 240 f 600 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll 'Non payment' sign,General Advisory Signs,TOLL_NON_PAYMENT_SIGN_None.svg,3937x2235 mm,a 3937 b 2235 r 300 c 60 d 225 e 240 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll 'Payment methods' sign,General Advisory Signs,TOLL_PAYMENT_METHODS_SIGN_None.svg,5535x3345 mm,a 5535 b 3345 r 300 c 60 d 225 e 240 f 300 Legend font Mod Series E 300 Numerals Mod Series E 300 Symbol 'TOLL' shield 585,
none,Toll 'ROAD BEGINS' sign,General Advisory Signs,TOLL_ROAD_BEGINS_SIGN_none.svg,3730x4800 mm,a 3730 b 4800 r 250 c 40 d 216 e 225 f 301 g 25 h 291 Legend font top panel 300 Series Modified E Legend font bottom panel 300D Symbol 'TOLL' brick w x h 1700 x 660,
None,Toll 'Terms & Conditions' sign,General Advisory Signs,TOLL_TERMS_CONDITIONS_SIGN_None.svg,5535x2295 mm,a 5535 b 2295 r 300 c 60 d 225 e 240 f 300 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll Road Ahead,General Advisory Signs,TOLL_ROAD_AHEAD_None.svg,4200x4280 mm,a 4200 b 4280 r 300 c 60 d 2100 e 50 f 2010 g 225 h 240 i 150 Legend font Mod Series E 300 Legend font 'km AHEAD' Mod Series E 225 Numerals Mod Series E 300 Symbol 'TOLL' shield 585 Symbol 'Twin Coasts' 572,
None,Toll Tariff sign,General Advisory Signs,TOLL_TARIFF_SIGN_None.svg,3300x3458 mm,a 3300 b 3458 r 300 c 60 d 225 e 300 Legend font Mod Series E 300 Numerals and $ symbol Mod Series E 300 Symbol 'TOLL' shield 572,
MA4L,"Advance, services adjacent to road, four services on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_FOUR_SERVICES_ON_LEFT_MA4L.svg,1750x830 mm,"a 1750 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet, Waste Disposal and Public Parking) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA4R,"Advance, services adjacent to road, four services on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_FOUR_SERVICES_ON_RIGHT_MA4R.svg,1750x830 mm,"a 1750 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet, Waste Disposal and Public Parking) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA1L,"Advance, services adjacent to road, one service on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_ONE_SERVICE_ON_LEFT_MA1L.svg,640x1000 mm,a 640 b 1000 r 50 c 25 d 60 e 75 Symbol 300x300 (Rest Area) 'm' Transport D Med x=75 Legend and Numeral 120D,
MA1R,"Advance, services adjacent to road, one service on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_ONE_SERVICE_ON_RIGHT_MA1R.svg,640x1000 mm,a 640 b 1000 r 50 c 25 d 60 e 75 Symbol 300x300 (Rest Area) 'm' Transport D Med x=75 Legend and Numeral 120D,
MA3L,"Advance, services adjacent to road, three services on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_THREE_SERVICES_ON_LEFT_MA3L.svg,1370x830 mm,"a 1370 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet and Waste Disposal) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA3R,"Advance, services adjacent to road, three services on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_THREE_SERVICES_ON_RIGHT_MA3R.svg,1370x830 mm,"a 1370 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet and Waste Disposal) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA2L,"Advance, services adjacent to road, two services on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_TWO_SERVICES_ON_LEFT_MA2L.svg,950x830 mm,a 950 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area and Public Toilet) 'm' Transport D Med x=75 Legend and Numeral 120D,
MA2R,"Advance, services adjacent to road, two services on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_TWO_SERVICES_ON_RIGHT_MA2R.svg,950x830 mm,a 950 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area and Public Toilet) 'm' Transport D Med x=75 Legend and Numeral 120D,
