code,file,drawn_size_mm,legend,check,intervene,notes
R4-SA102,Speed Signs/Normal Speed Signs/50_9_30_AM_-_4_PM_WHITE_TALL_R4-SA102.svg,450x650,50 9.30 AM - 4 PM,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA102 450 x 650 (2017; sheet says 1:10 but is drawn 1:5), R50, white, no border. Red annulus: 30 top margin, ring 30 wide (chain 30/30/280/130/150/30 = 650): outer dia 440 (R220, 5 side margins), inner R190, centre (225, 250); speed numerals 180 D, baseline 340 (60 + 280), top 160, centred. Times line in the 150 band (470-620): 9 and 4 100 D, 30 50 D, AM and PM 40 D, '395 max.' wide and centred ('=' margins) — the sheet gives no horizontal positions, so they are measured on the drawing (1:5, +-1 mm): 9 x 29-97, 30 x 108-187 top-aligned with the 9 (top 520), AM under it on the baseline 620 (top 580) right-aligned at 187, dash 30 x 12 at x 215 y 564, 4 x 272-346, PM x 356-420 (top 580). Numerals top 520, baseline 620 (30 below). Times are the sheet's example ('Times may vary ... specify when ordering'). Speed 40 shown; generated at 25, 40, 50, 60."
R4-SA102,Speed Signs/Normal Speed Signs/60_9_30_AM_-_4_PM_WHITE_TALL_R4-SA102.svg,450x650,60 9.30 AM - 4 PM,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA102 450 x 650 (2017; sheet says 1:10 but is drawn 1:5), R50, white, no border. Red annulus: 30 top margin, ring 30 wide (chain 30/30/280/130/150/30 = 650): outer dia 440 (R220, 5 side margins), inner R190, centre (225, 250); speed numerals 180 D, baseline 340 (60 + 280), top 160, centred. Times line in the 150 band (470-620): 9 and 4 100 D, 30 50 D, AM and PM 40 D, '395 max.' wide and centred ('=' margins) — the sheet gives no horizontal positions, so they are measured on the drawing (1:5, +-1 mm): 9 x 29-97, 30 x 108-187 top-aligned with the 9 (top 520), AM under it on the baseline 620 (top 580) right-aligned at 187, dash 30 x 12 at x 215 y 564, 4 x 272-346, PM x 356-420 (top 580). Numerals top 520, baseline 620 (30 below). Times are the sheet's example ('Times may vary ... specify when ordering'). Speed 40 shown; generated at 25, 40, 50, 60."
R4-SA105B,Speed Signs/Normal Speed Signs/SCHOOL_40_8-9_30_AM_2-4_PM_SCHOOL_DAYS_WHITE_TALL_R4-SA105B.svg,600x1800,SCHOOL 40 8 - 9.30 AM 2 - 4 PM SCHOOL DAYS,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. Sheet R4-SA105 (1:15): R4-SA105B 600 x 1800 illustrated (A 450 x 1350 also; the register lists A first, PNG R4-SA105A.png), R50, white class 400, no outer border. R4-SA105 is the 40 km/h school speed limit (2024).  Three parts: (1) SCHOOL panel, black border 10 inside the 5 white edge (sheet 15 / 5), outer 5..245 tall, full width (R45 / R35), fluorescent yellow-green ground; SCHOOL 100 D baseline 175 (top 75), ink 510 (45/510/45). (2) Red annulus centre (300, 600) (175 + 425), outer R297, inner R237 (the sheet's 297 / 237 from the centre line; ring 60, 3 margins); speed 240 D centred (245/235/240/235 chain -> top 480). (3) Times panel 955..1795 (845 tall, 5 edge), black border 10, R45 / R35, white: line 1 8 - 9 30/AM: 8 and 9 160 C, top 1020 (65 below the panel top), baseline 1180; dash 40 x 15 at x 214 y 1092; 30 80 D top-aligned with the numerals (top 1020) and AM 60 D on the baseline (top 1121), both right-aligned at 515; line 2 2 - 4 PM: top 1230 (210 chain), dash y 1303, PM 60 D top 1331 right at 515; SCHOOL 110 C top 1450 (170 chain) ink 475 (65/475/60); DAYS 110 C top 1615 (165 chain, 75 below) ink 295 (150/295/155). Horizontal positions of the time fragments are measured on the sheet (8 x 85-174, dash 214-254, 9 x 293-382, 30/AM right edge 515, 2 x 85, 4 x 295-392, PM x 418-515); the sheet's 40/520/40 and 45/515/40 chains match nothing drawn and are ignored. Times are the sheet's example. Approval required (OI 4.13)."
R4-SA109,Speed Signs/End/END_30_AREA_WHITE_WIDE_R4-SA109.svg,600x200,END 30 AREA,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA109 600 x 200 (2026 sheet, 1:5), R50, white class 400, no border. One line: END 55 D, baseline 130 (chain 130/70) -> top 75, ink 131 from x 25 (131 and 187 are the Series D widths at 55, confirming the sheet's '55 D' is END / AREA and its '80 D' the ring numeral); black ring outer dia 180 (R90), ring 15 (inner R75), centre x 272 (chain 25/131/26/180/26/187/25 = 600), centre y 100; 30 80 D centred in the ring (60/80/60 -> top 60); AREA 55 D ink 187 from x 388. Single value 30 (sheet title 'End 30 Area', register: refer to R4-13)."
R4-SA110B,Speed Signs/Normal Speed Signs/SCHOOL_25_8-9_30_AM_2-4_PM_SCHOOL_DAYS_WHITE_TALL_R4-SA110B.svg,600x1800,SCHOOL 25 8 - 9.30 AM 2 - 4 PM SCHOOL DAYS,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. Sheet R4-SA110 (1:15): R4-SA110B 600 x 1800 illustrated (A 450 x 1350 also; the register lists A first, PNG R4-SA110A.png), R50, white class 400, no outer border. R4-SA110 is the school speed limit for other speeds (2026; 60 shown; the 30 is 80 C here, 80 D on R4-SA105).  Three parts: (1) SCHOOL panel, black border 10 inside the 5 white edge (sheet 15 / 5), outer 5..245 tall, full width (R45 / R35), fluorescent yellow-green ground; SCHOOL 100 D baseline 175 (top 75), ink 510 (45/510/45). (2) Red annulus centre (300, 600) (175 + 425), outer R297, inner R237 (the sheet's 297 / 237 from the centre line; ring 60, 3 margins); speed 240 D centred (245/235/240/235 chain -> top 480). (3) Times panel 955..1795 (845 tall, 5 edge), black border 10, R45 / R35, white: line 1 8 - 9 30/AM: 8 and 9 160 C, top 1020 (65 below the panel top), baseline 1180; dash 40 x 15 at x 214 y 1092; 30 80 C top-aligned with the numerals (top 1020) and AM 60 D on the baseline (top 1121), both right-aligned at 515; line 2 2 - 4 PM: top 1230 (210 chain), dash y 1303, PM 60 D top 1331 right at 515; SCHOOL 110 C top 1450 (170 chain) ink 475 (65/475/60); DAYS 110 C top 1615 (165 chain, 75 below) ink 295 (150/295/155). Horizontal positions of the time fragments are measured on the sheet (8 x 85-174, dash 214-254, 9 x 293-382, 30/AM right edge 515, 2 x 85, 4 x 295-392, PM x 418-515); the sheet's 40/520/40 and 45/515/40 chains match nothing drawn and are ignored. Times are the sheet's example. Approval required (OI 4.13)."
R4-SA110B,Speed Signs/Normal Speed Signs/SCHOOL_50_8-9_30_AM_2-4_PM_SCHOOL_DAYS_WHITE_TALL_R4-SA110B.svg,600x1800,SCHOOL 50 8 - 9.30 AM 2 - 4 PM SCHOOL DAYS,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. Sheet R4-SA110 (1:15): R4-SA110B 600 x 1800 illustrated (A 450 x 1350 also; the register lists A first, PNG R4-SA110A.png), R50, white class 400, no outer border. R4-SA110 is the school speed limit for other speeds (2026; 60 shown; the 30 is 80 C here, 80 D on R4-SA105).  Three parts: (1) SCHOOL panel, black border 10 inside the 5 white edge (sheet 15 / 5), outer 5..245 tall, full width (R45 / R35), fluorescent yellow-green ground; SCHOOL 100 D baseline 175 (top 75), ink 510 (45/510/45). (2) Red annulus centre (300, 600) (175 + 425), outer R297, inner R237 (the sheet's 297 / 237 from the centre line; ring 60, 3 margins); speed 240 D centred (245/235/240/235 chain -> top 480). (3) Times panel 955..1795 (845 tall, 5 edge), black border 10, R45 / R35, white: line 1 8 - 9 30/AM: 8 and 9 160 C, top 1020 (65 below the panel top), baseline 1180; dash 40 x 15 at x 214 y 1092; 30 80 C top-aligned with the numerals (top 1020) and AM 60 D on the baseline (top 1121), both right-aligned at 515; line 2 2 - 4 PM: top 1230 (210 chain), dash y 1303, PM 60 D top 1331 right at 515; SCHOOL 110 C top 1450 (170 chain) ink 475 (65/475/60); DAYS 110 C top 1615 (165 chain, 75 below) ink 295 (150/295/155). Horizontal positions of the time fragments are measured on the sheet (8 x 85-174, dash 214-254, 9 x 293-382, 30/AM right edge 515, 2 x 85, 4 x 295-392, PM x 418-515); the sheet's 40/520/40 and 45/515/40 chains match nothing drawn and are ignored. Times are the sheet's example. Approval required (OI 4.13)."
R4-SA110B,Speed Signs/Normal Speed Signs/SCHOOL_60_8-9_30_AM_2-4_PM_SCHOOL_DAYS_WHITE_TALL_R4-SA110B.svg,600x1800,SCHOOL 60 8 - 9.30 AM 2 - 4 PM SCHOOL DAYS,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. Sheet R4-SA110 (1:15): R4-SA110B 600 x 1800 illustrated (A 450 x 1350 also; the register lists A first, PNG R4-SA110A.png), R50, white class 400, no outer border. R4-SA110 is the school speed limit for other speeds (2026; 60 shown; the 30 is 80 C here, 80 D on R4-SA105).  Three parts: (1) SCHOOL panel, black border 10 inside the 5 white edge (sheet 15 / 5), outer 5..245 tall, full width (R45 / R35), fluorescent yellow-green ground; SCHOOL 100 D baseline 175 (top 75), ink 510 (45/510/45). (2) Red annulus centre (300, 600) (175 + 425), outer R297, inner R237 (the sheet's 297 / 237 from the centre line; ring 60, 3 margins); speed 240 D centred (245/235/240/235 chain -> top 480). (3) Times panel 955..1795 (845 tall, 5 edge), black border 10, R45 / R35, white: line 1 8 - 9 30/AM: 8 and 9 160 C, top 1020 (65 below the panel top), baseline 1180; dash 40 x 15 at x 214 y 1092; 30 80 C top-aligned with the numerals (top 1020) and AM 60 D on the baseline (top 1121), both right-aligned at 515; line 2 2 - 4 PM: top 1230 (210 chain), dash y 1303, PM 60 D top 1331 right at 515; SCHOOL 110 C top 1450 (170 chain) ink 475 (65/475/60); DAYS 110 C top 1615 (165 chain, 75 below) ink 295 (150/295/155). Horizontal positions of the time fragments are measured on the sheet (8 x 85-174, dash 214-254, 9 x 293-382, 30/AM right edge 515, 2 x 85, 4 x 295-392, PM x 418-515); the sheet's 40/520/40 and 45/515/40 chains match nothing drawn and are ignored. Times are the sheet's example. Approval required (OI 4.13)."
R4-SA59A,Speed Signs/End/END_SCHOOL_ZONE_40_WHITE_TALL_R4-SA59A.svg,450x900,END SCHOOL ZONE 40,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA59A (450 x 900) illustrated (B 600 x 1200), R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 85 gap, red annulus outer dia 440 (5 margins; 295 + 85 + 440 + 80 = 900): centre (225, 600), R220 / R150 (inner dia 300: 75/300/75). Speed numerals 200 C for two numerals (and 110), 200 B for three numerals — centred in the ring (dashed box measured 500-700 on the sheet, 120 above and below; the sheet's '185' beside the ring is not matched by the drawing). Generated at 40, 50, 60, 80 (two numerals, Series C); 100 / 110 would need Series B / C at 200 and are not generated. Pack rule: state signs only, no AS 1743 code redrawn."
R4-SA59A,Speed Signs/End/END_SCHOOL_ZONE_50_WHITE_TALL_R4-SA59A.svg,450x900,END SCHOOL ZONE 50,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA59A (450 x 900) illustrated (B 600 x 1200), R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 85 gap, red annulus outer dia 440 (5 margins; 295 + 85 + 440 + 80 = 900): centre (225, 600), R220 / R150 (inner dia 300: 75/300/75). Speed numerals 200 C for two numerals (and 110), 200 B for three numerals — centred in the ring (dashed box measured 500-700 on the sheet, 120 above and below; the sheet's '185' beside the ring is not matched by the drawing). Generated at 40, 50, 60, 80 (two numerals, Series C); 100 / 110 would need Series B / C at 200 and are not generated. Pack rule: state signs only, no AS 1743 code redrawn."
R4-SA59A,Speed Signs/End/END_SCHOOL_ZONE_60_WHITE_TALL_R4-SA59A.svg,450x900,END SCHOOL ZONE 60,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA59A (450 x 900) illustrated (B 600 x 1200), R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 85 gap, red annulus outer dia 440 (5 margins; 295 + 85 + 440 + 80 = 900): centre (225, 600), R220 / R150 (inner dia 300: 75/300/75). Speed numerals 200 C for two numerals (and 110), 200 B for three numerals — centred in the ring (dashed box measured 500-700 on the sheet, 120 above and below; the sheet's '185' beside the ring is not matched by the drawing). Generated at 40, 50, 60, 80 (two numerals, Series C); 100 / 110 would need Series B / C at 200 and are not generated. Pack rule: state signs only, no AS 1743 code redrawn."
R4-SA59A,Speed Signs/End/END_SCHOOL_ZONE_80_WHITE_TALL_R4-SA59A.svg,450x900,END SCHOOL ZONE 80,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA59A (450 x 900) illustrated (B 600 x 1200), R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 85 gap, red annulus outer dia 440 (5 margins; 295 + 85 + 440 + 80 = 900): centre (225, 600), R220 / R150 (inner dia 300: 75/300/75). Speed numerals 200 C for two numerals (and 110), 200 B for three numerals — centred in the ring (dashed box measured 500-700 on the sheet, 120 above and below; the sheet's '185' beside the ring is not matched by the drawing). Generated at 40, 50, 60, 80 (two numerals, Series C); 100 / 110 would need Series B / C at 200 and are not generated. Pack rule: state signs only, no AS 1743 code redrawn."
R4-SA60A,Speed Signs/End/END_SCHOOL_ZONE_25_AREA_WHITE_TALL_R4-SA60A.svg,450x900,END SCHOOL ZONE 25 AREA,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA60A (450 x 900) illustrated (B 600 x 1200), 2005 sheet, R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 25 gap, red annulus outer dia 440 (295 + 25 + 440 + 110 + 30 = 900): centre (225, 540), R220 / R150 (75/300/75). Speed numerals 200 C (two numerals; three would be 200 B), centred in the ring (top 440). AREA 80 E, baseline 870 (110 band + 30 below) -> top 790, ink 326 (62/326/62). Generated at 25, 40, 50, 60 (area limits)."
R4-SA60A,Speed Signs/End/END_SCHOOL_ZONE_40_AREA_WHITE_TALL_R4-SA60A.svg,450x900,END SCHOOL ZONE 40 AREA,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA60A (450 x 900) illustrated (B 600 x 1200), 2005 sheet, R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 25 gap, red annulus outer dia 440 (295 + 25 + 440 + 110 + 30 = 900): centre (225, 540), R220 / R150 (75/300/75). Speed numerals 200 C (two numerals; three would be 200 B), centred in the ring (top 440). AREA 80 E, baseline 870 (110 band + 30 below) -> top 790, ink 326 (62/326/62). Generated at 25, 40, 50, 60 (area limits)."
R4-SA60A,Speed Signs/End/END_SCHOOL_ZONE_50_AREA_WHITE_TALL_R4-SA60A.svg,450x900,END SCHOOL ZONE 50 AREA,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA60A (450 x 900) illustrated (B 600 x 1200), 2005 sheet, R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 25 gap, red annulus outer dia 440 (295 + 25 + 440 + 110 + 30 = 900): centre (225, 540), R220 / R150 (75/300/75). Speed numerals 200 C (two numerals; three would be 200 B), centred in the ring (top 440). AREA 80 E, baseline 870 (110 band + 30 below) -> top 790, ink 326 (62/326/62). Generated at 25, 40, 50, 60 (area limits)."
R4-SA60A,Speed Signs/End/END_SCHOOL_ZONE_60_AREA_WHITE_TALL_R4-SA60A.svg,450x900,END SCHOOL ZONE 60 AREA,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R4-SA60A (450 x 900) illustrated (B 600 x 1200), 2005 sheet, R50, white ground, no outer border. END SCHOOL ZONE panel across the top: black border 10 inside a 5 white edge (sheet 5 / 15), outer 5..295 tall and the full width (R50 sign corners, R45 border, R35 inner), no edge below it (border 285-295, then the sign's white). END 50 E top 45 (95/50/80/50/80/40 chain of baselines 95, 175, 255; bottom 40), SCHOOL 50 D top 125, ZONE 50 D top 205; widths END 142 (154/142/154), SCHOOL 255 (97/255/98), ZONE 165 (142/165/143) — the sheet lists the three width chains bottom line first; the Series E/D widths confirm the order. Below: 25 gap, red annulus outer dia 440 (295 + 25 + 440 + 110 + 30 = 900): centre (225, 540), R220 / R150 (75/300/75). Speed numerals 200 C (two numerals; three would be 200 B), centred in the ring (top 440). AREA 80 E, baseline 870 (110 band + 30 below) -> top 790, ink 326 (62/326/62). Generated at 25, 40, 50, 60 (area limits)."
R6-SA101,Regulatory Signs/NO_PEDS_BICYCLES_ANIMALS_SMALL_WHEELED_VEHICLES_WHITE_TALL_R6-SA101.svg,300x600,NO PEDESTRIANS BICYCLES ANIMALS SMALL WHEELED VEHICLES BEYOND THIS POINT EXCEPT IN EMERGENCY,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA101 300 x 600 (2015, 1:5), R25, 4 / 12 (edge 4 + border 8). NO 40 E baseline 70 (top 30), then ten lines 30 at 50 pitch (baselines 120 ... 570, 30 below): PEDESTRIANS C top 90, BICYCLES D 140, ANIMALS D 190, SMALL D 240, WHEELED D 290, VEHICLES D 340, BEYOND THIS C 390 (39/127/25/69/40), POINT D 440, EXCEPT IN D 490 (52/138/25/32/53), EMERGENCY D 540. Widths NO 75 (112/75/113), PEDESTRIANS 216 (42/216/42), BICYCLES 183 (58/183/59), ANIMALS 169 (65/169/66), SMALL 125 (85/125/90), WHEELED 173 (63/173/64), VEHICLES 182 (59/182/59), POINT 108 (96/108/96), EMERGENCY 231 (34/231/35)."
R6-SA105A,Regulatory Signs/NEXT_1_km_WHITE_WIDE_R6-SA105A.svg,1200x370,NEXT 1 km,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA105A (1200 x 370) illustrated (AA 900 x 280, B 1440 x 450, C 1800 x 560), 2015, 1:10; R50, 10 / 30 (edge 10 + border 20). One line, centred ('=' margins): NEXT 140 D (ink 423), 105 gap, distance numerals 140 D ('Varies', dashed box), 70 gap, km 120 D lower case (ink 210); baseline 255 (top 115, 115 below). km is drawn from the FHWA Series D lower case at cap height 120. The sheet gives no example distance: generated at 1, 2, 3, 5 and 10 km (choose the values SA uses under R6-22 — not confirmed). Mounted below R6-22."
R6-SA105A,Regulatory Signs/NEXT_2_km_WHITE_WIDE_R6-SA105A.svg,1200x370,NEXT 2 km,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA105A (1200 x 370) illustrated (AA 900 x 280, B 1440 x 450, C 1800 x 560), 2015, 1:10; R50, 10 / 30 (edge 10 + border 20). One line, centred ('=' margins): NEXT 140 D (ink 423), 105 gap, distance numerals 140 D ('Varies', dashed box), 70 gap, km 120 D lower case (ink 210); baseline 255 (top 115, 115 below). km is drawn from the FHWA Series D lower case at cap height 120. The sheet gives no example distance: generated at 1, 2, 3, 5 and 10 km (choose the values SA uses under R6-22 — not confirmed). Mounted below R6-22."
R6-SA105A,Regulatory Signs/NEXT_3_km_WHITE_WIDE_R6-SA105A.svg,1200x370,NEXT 3 km,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA105A (1200 x 370) illustrated (AA 900 x 280, B 1440 x 450, C 1800 x 560), 2015, 1:10; R50, 10 / 30 (edge 10 + border 20). One line, centred ('=' margins): NEXT 140 D (ink 423), 105 gap, distance numerals 140 D ('Varies', dashed box), 70 gap, km 120 D lower case (ink 210); baseline 255 (top 115, 115 below). km is drawn from the FHWA Series D lower case at cap height 120. The sheet gives no example distance: generated at 1, 2, 3, 5 and 10 km (choose the values SA uses under R6-22 — not confirmed). Mounted below R6-22."
R6-SA105A,Regulatory Signs/NEXT_5_km_WHITE_WIDE_R6-SA105A.svg,1200x370,NEXT 5 km,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA105A (1200 x 370) illustrated (AA 900 x 280, B 1440 x 450, C 1800 x 560), 2015, 1:10; R50, 10 / 30 (edge 10 + border 20). One line, centred ('=' margins): NEXT 140 D (ink 423), 105 gap, distance numerals 140 D ('Varies', dashed box), 70 gap, km 120 D lower case (ink 210); baseline 255 (top 115, 115 below). km is drawn from the FHWA Series D lower case at cap height 120. The sheet gives no example distance: generated at 1, 2, 3, 5 and 10 km (choose the values SA uses under R6-22 — not confirmed). Mounted below R6-22."
R6-SA105A,Regulatory Signs/NEXT_10_km_WHITE_WIDE_R6-SA105A.svg,1200x370,NEXT 10 km,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA105A (1200 x 370) illustrated (AA 900 x 280, B 1440 x 450, C 1800 x 560), 2015, 1:10; R50, 10 / 30 (edge 10 + border 20). One line, centred ('=' margins): NEXT 140 D (ink 423), 105 gap, distance numerals 140 D ('Varies', dashed box), 70 gap, km 120 D lower case (ink 210); baseline 255 (top 115, 115 below). km is drawn from the FHWA Series D lower case at cap height 120. The sheet gives no example distance: generated at 1, 2, 3, 5 and 10 km (choose the values SA uses under R6-22 — not confirmed). Mounted below R6-22."
R6-SA13,Regulatory Signs/NO_PEDESTRIANS_BICYCLES_ANIMALS_AG_VEHICLES_WHITE_TALL_R6-SA13.svg,1200x1950,NO PEDESTRIANS BICYCLES ANIMALS AGRICULTURAL VEHICLES BEYOND THIS POINT,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA13 1200 x 1950 (2026 sheet, 1:15), R100, 15 / 45 (edge 15 + border 30), white class 400. NO 160 E baseline 305 (top 145), then seven lines 120 at 210 pitch (baselines 515 ... 1775, 175 below): PEDESTRIANS D top 395, BICYCLES D 605, ANIMALS D 815, AGRICULTURAL C 1025, VEHICLES D 1235, BEYOND THIS D 1445, POINT D 1655. Widths NO 300 (450/300/450), PEDESTRIANS 1015 (93/1015/93), BICYCLES 730 (235/730/235), ANIMALS 675 (265/675/260), AGRICULTURAL 970 (115/A 970 L/115), VEHICLES 730, BEYOND THIS 1025 overall (87/B 1025 S/88; word gap not stated, set so the pair spans 1025: 92), POINT 430 (385/430/385). The thin red line inside the border on the sheet is CAD line-work, not a colour (legend: black and white only). Approval required; see also R6-SA101."
